sep=;
File;Cid;Step;Rid;Rule;Subrule;Species;High;Group;Comment;Subcomment;Accept;Severity;GFP;IFP;Log
midi\Melody\test\test-leaps.mid;52;2;503;Consecutive unidir. leaps;2 x 3rds;0;High;Leaps;;;0;60;1;0;2018-04-23 23:07 Global false positive
midi\Melody\test\test-leaps.mid;52;8;14;3rd to last note;I/III/V;0;High;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;53;0;90;First note not tonic;III high;0;High;Border;Only for cantus firmus;Note III in higher voice;0;60;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;53;5;134;>1skip + close turns around leap;5th;0;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;53;5;503;Consecutive unidir. leaps;2 x 3rds;0;High;Leaps;;;0;60;1;0;2018-04-23 23:07 Global false positive
midi\Melody\test\test-leaps.mid;53;11;14;3rd to last note;I/III/V;0;High;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;54;0;33;First note not tonic;Other;0;High;Border;Only for cantus firmus;Any note except I in lower voice. Any note except I, III, V in higher voice.;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;54;2;134;>1skip + close turns around leap;5th;0;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;54;2;503;Consecutive unidir. leaps;2 x 3rds;0;High;Leaps;;;0;60;1;0;2018-04-23 23:07 Global false positive
midi\Melody\test\test-leaps.mid;54;8;14;3rd to last note;I/III/V;0;High;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;93;0;49;First note not tonic;V high;0;High;Border;Only for cantus firmus;Note V in higher voice;1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;93;0;69;Skipped notes;>1 joined;0;High;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;93;1;109;Close + >2skip turns around leap;4th;0;High;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes after more than two notes, which go in the same direction as leap;;0;0;1;0;Imported from midi lyrics
midi\Melody\test\test-leaps.mid;93;8;14;3rd to last note;I/III/V;0;High;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp4.mid;0;4;211;Direct movement to 8va;stepwise;4;High;Counterpoint;;Direct movement to 8va with stepwize motion in higher voice: not in cadence;0;40;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp4.mid;0;5;236;Rhythm;whole inside;4;High;Rhythm;;Downbeat whole note inside counterpoint - not first or last note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp4.mid;0;8;58;Leap back;overflow;4;High;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp4.mid;0;8;176;Ascending leap;maj6;4;High;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp4.mid;0;8;487;Parallel 8ves: < 4/4 apart;asymmetric;4;High;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;First and second perfect consonances are placed on differrent beats;1;0;1;0;2018-04-23 23:49 Global false positive
midi\Counterpoint\test\test-cp4.mid;0;10;305;Culmination;multi low;4;High;Repeats;;Multiple culminations in lower voice;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp4.mid;0;10;484;Parallel 8ves: < 4/4 apart;upbeat contrary;4;High;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Contrary movement to upbeat;1;0;1;0;2018-04-23 23:49 Global false positive
midi\Counterpoint\test\test-cp4.mid;0;4;477;1skip + close TAL on MB;4th;4;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;0;60;1;0;2018-05-31 15:05 Global false positive
midi\Counterpoint\test\test-pco.mid;0;2;169;Harmonic dissonance upbeat;stepwize;5;Low;Counterpoint;;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;6;82;Perfect consonance;db. culm.;5;Low;Counterpoint;;Downbeat culmination;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;6;490;Parallel 8ves: < 4/4 apart;downbeat;5;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;2018-04-24 00:07 Global false positive
midi\Counterpoint\test\test-pco.mid;0;8;169;Harmonic dissonance upbeat;stepwize;5;Low;Counterpoint;;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;12;211;Direct movement to 8va;stepwise;5;Low;Counterpoint;;Direct movement to 8va with stepwize motion in higher voice: not in cadence;0;40;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;14;80;Perfect consonance;downbeat;5;Low;Counterpoint;;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;14;324;Perfect consonance;LT 8va;5;Low;Counterpoint;;Leading tone harmonic octave for leaping notes and downbeat;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;14;490;Parallel 8ves: < 4/4 apart;downbeat;5;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;2018-04-24 00:07 Global false positive
midi\Counterpoint\test\test-pco.mid;0;22;80;Perfect consonance;downbeat;5;Low;Counterpoint;;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;28;169;Harmonic dissonance upbeat;stepwize;5;Low;Counterpoint;;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;0;28;209;Direct movement to 8va;stepw. cadence;5;Low;Counterpoint;;Direct movement to 8va with stepwize motion in higher voice to last or penultimate measure;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;1;1;402;Adjacent repeat 2 notes;uniform;3;Low;Repeats;Two adjacent notes are immediately repeated;Length of first three notes is the same;0;60;1;0;2018-04-24 00:07 Global false positive
midi\Counterpoint\test\test-pco.mid;1;5;81;Perfect consonance;culmination;3;Low;Counterpoint;;;1;60;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;1;6;213;Direct movement to 8va;leap cadence;3;Low;Counterpoint;;Direct movement to 8va with leaping motion in higher voice to last or penultimate measure;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pco.mid;1;7;490;Parallel 8ves: < 4/4 apart;downbeat;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;2018-04-24 00:07 Global false positive
midi\Counterpoint\test\test-pco.mid;1;6;476;1skip + close TAL on MB;3rd;3;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;0;60;1;0;2018-05-31 15:15 Global false positive
midi\Counterpoint\test\test-gis-multivoice.mid;0;1;168;False dim or aug relation;VII#<->III;1;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-gis-multivoice.mid;0;4;433;Second inversion;real;1;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 15:53 Global false positive
midi\Counterpoint\test\test-gis-multivoice.mid;0;6;215;Direct movement to 8va;leap;1;Low;Counterpoint;;Direct movement to 8va with leaping motion in higher voice: not in cadence;0;40;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-gis-multivoice.mid;0;6;503;Consecutive unidir. leaps;2 x 3rds;1;Low;Leaps;;;0;60;1;0;2018-04-23 22:13 Global false positive
midi\Counterpoint\test\test-gis-multivoice.mid;0;7;74;VII natural note;before Im note;1;Low;Minor;;Next (or second to next in cadence);0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-gis-multivoice.mid;0;7;481;Adjacent 8ves;parallel;1;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:32 Global false positive
midi\Counterpoint\test\test-gis-multivoice.mid;0;8;82;Perfect consonance;db. culm.;1;Low;Counterpoint;;Downbeat culmination;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-gis-multivoice.mid;0;8;481;Adjacent 8ves;parallel;1;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:32 Global false positive
midi\Counterpoint\test\test-fis-multivoice.mid;0;4;317;Penultimate measure;VII natural;5;Low;Counterpoint;;VII natural minor note in penultimate measure;0;30;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-fis-multivoice.mid;0;4;165;False chromatic relation;VII<->VII#;5;Low;Minor;These two notes are tightly close, but are in different voices;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-fis-multivoice.mid;0;8;171;False chromatic relation: simult.;VII<->VII#;5;Low;Minor;If allowed, will be considered dissonance;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-fis-multivoice.mid;0;8;318;Penultimate measure;isolated LT;5;Low;Counterpoint;;There is another harmony between leading tone and tonic note in penultimate measure;1;30;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-fis-multivoice.mid;0;8;165;False chromatic relation;VII<->VII#;5;Low;Minor;These two notes are tightly close, but are in different voices;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-fis-multivoice.mid;0;10;213;Direct movement to 8va;leap cadence;5;Low;Counterpoint;;Direct movement to 8va with leaping motion in higher voice to last or penultimate measure;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-fis-multivoice.mid;0;12;12;Culmination;multi high;5;Low;Repeats;;Multiple culminations in higher voice;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;0;67;Skipped notes;1;1;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;1;2;Adjacent tritone;resolved;1;Low;CF/sp1 Tritone;Melodic adjacent tritone;Search 4 quarters for resolution if penultimate measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;1;32;Adjacent tritone;on climax;1;Low;CF/sp1 Tritone;Melodic adjacent tritone;Local climax;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;3;75;Penultimate measure;:no V or II note;1;Low;Border;;No V or II note;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;3;433;Second inversion;real;1;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;2;0;67;Skipped notes;1;1;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;2;1;31;Adjacent tritone;unresolved;1;Low;CF/sp1 Tritone;Melodic adjacent tritone;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;2;1;32;Adjacent tritone;on climax;1;Low;CF/sp1 Tritone;Melodic adjacent tritone;Local climax;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;3;0;69;Skipped notes;>1 joined;1;Low;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;3;1;31;Adjacent tritone;unresolved;1;Low;CF/sp1 Tritone;Melodic adjacent tritone;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;4;0;67;Skipped notes;1;1;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;4;1;372;Compound tritone framed;unresolved;1;Low;CF/sp1 Tritone;Melodic tritone with one intermediate note, framed by two melody direction changes or leaps;;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;4;1;373;Compound tritone framed;on climax;1;Low;CF/sp1 Tritone;Melodic tritone with one intermediate note, framed by two melody direction changes or leaps;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;4;1;503;Consecutive unidir. leaps;2 x 3rds;1;Low;Leaps;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;4;3;433;Second inversion;real;1;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;5;1;371;Compound tritone framed;resolved;1;Low;CF/sp1 Tritone;Melodic tritone with one intermediate note, framed by two melody direction changes or leaps;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;5;1;373;Compound tritone framed;on climax;1;Low;CF/sp1 Tritone;Melodic tritone with one intermediate note, framed by two melody direction changes or leaps;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;5;1;503;Consecutive unidir. leaps;2 x 3rds;1;Low;Leaps;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;5;3;433;Second inversion;real;1;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;6;0;269;Non-permitted first harmony;I-V;5;Low;Border;Low-high note;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;6;10;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;6;12;365;Tritone: adjacent framed;resolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;6;12;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;7;0;269;Non-permitted first harmony;I-V;5;Low;Border;Low-high note;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;7;4;433;Second inversion;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;7;10;505;Consecutive unidir. leaps;2 x >3rds;5;Low;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 22:03 Global false positive
midi\Counterpoint\test\test-tritone.mid;7;12;365;Tritone: adjacent framed;resolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;8;10;488;Parallel 8ves: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;8;12;365;Tritone: adjacent framed;resolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;8;12;367;Tritone: adjacent framed;on climax;5;Low;sp2-5 Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;0;269;Non-permitted first harmony;I-V;5;Low;Border;Low-high note;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;0;69;Skipped notes;>1 joined;5;Low;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;10;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;12;366;Tritone: adjacent framed;unresolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;12;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;16;318;Penultimate measure;:isolated LT;5;Low;Border;;There is another harmony between leading tone and tonic note in penultimate measure;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;20;433;Second inversion;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;9;26;267;Last note is not a whole;not whole;5;Low;Rhythm;;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;9;26;252;Last note is not a whole;1/4;5;Low;Rhythm;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;10;0;269;Non-permitted first harmony;I-V;5;Low;Border;Low-high note;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;10;10;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;10;12;365;Tritone: adjacent framed;resolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;10;12;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;10;20;411;Adjacent repeat 2 notes IC;uniform;5;Low;Repeats;Two adjacent notes are immediately repeated inside one cantus note;Length of first three notes is the same;0;50;1;0;2018-04-23 22:03 Global false positive
midi\Counterpoint\test\test-tritone.mid;10;26;267;Last note is not a whole;not whole;5;Low;Rhythm;;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;10;26;252;Last note is not a whole;1/4;5;Low;Rhythm;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;11;10;488;Parallel 8ves: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;11;12;362;Tritone: adjacent accented;on climax;5;Low;sp2-5 Tritone;Melodic adjacent tritone, last note is long or repeated;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;11;12;361;Tritone: adjacent accented;unresolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, last note is long or repeated;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;11;20;422;Non-permitted last harmony;I-VI;5;Low;Border;Low-high note;;0;100;1;0;2018-04-24 14:50 Global false positive
midi\Counterpoint\test\test-tritone.mid;12;0;67;Skipped notes;1;5;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;12;12;369;Tritone: adjacent;unresolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, not accented or framed;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;12;12;370;Tritone: adjacent;on climax;5;Low;sp2-5 Tritone;Melodic adjacent tritone, not accented or framed;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;12;12;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;12;16;318;Penultimate measure;:isolated LT;5;Low;Border;;There is another harmony between leading tone and tonic note in penultimate measure;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;12;18;322;Penultimate measure;T/S after D;5;Low;Border;;Any chord except V or VII(#) goes after V or VII(#) chord in penultimate measure. Disabled this rule, because it duplicates rule "penultimate harmony no D/DVII";-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;13;10;488;Parallel 8ves: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;13;12;368;Tritone: adjacent;resolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, not accented or framed;;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;13;12;370;Tritone: adjacent;on climax;5;Low;sp2-5 Tritone;Melodic adjacent tritone, not accented or framed;;0;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;13;16;318;Penultimate measure;:isolated LT;5;Low;Border;;There is another harmony between leading tone and tonic note in penultimate measure;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;13;18;322;Penultimate measure;T/S after D;5;Low;Border;;Any chord except V or VII(#) goes after V or VII(#) chord in penultimate measure. Disabled this rule, because it duplicates rule "penultimate harmony no D/DVII";-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;15;0;68;Skipped notes;>1;5;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;15;8;361;Tritone: adjacent accented;unresolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, last note is long or repeated;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;15;10;239;Anapaest;tie forward;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;15;14;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;15;16;58;Leap back;overflow;5;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;15;20;75;Penultimate measure;:no V or II note;5;Low;Border;;No V or II note;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;15;22;485;Parallel 8ves: < 4/4 apart;last contrary;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Contrary movement to last interval in counterpoint;1;0;1;0;2018-04-23 22:03 Global false positive
midi\Counterpoint\test\test-tritone.mid;16;8;361;Tritone: adjacent accented;unresolved;5;Low;sp2-5 Tritone;Melodic adjacent tritone, last note is long or repeated;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;16;10;239;Anapaest;tie forward;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;16;10;19;Audible tritone: framed;unresolved;5;Low;sp2-5 Tritone;Tritone within measure with intermediate notes, framed by two melody direction changes;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;16;14;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;16;20;335;Penultimate measure;:no V or VII;5;Low;Border;;Penultimate harmony is not V or VII;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;19;6;19;Audible tritone: framed;unresolved;5;Low;sp2-5 Tritone;Tritone within measure with intermediate notes, framed by two melody direction changes;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;19;6;433;Second inversion;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;19;12;247;Same rhythm in adjacent measures;same;5;Low;Rhythm;;Rhythm repeats in neighboring measures, while there are no croches or less than 4 notes in measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;19;20;247;Same rhythm in adjacent measures;same;5;Low;Rhythm;;Rhythm repeats in neighboring measures, while there are no croches or less than 4 notes in measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;19;24;249;Parallel 5ths: < 4/4 apart;stepwize;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;19;28;12;Culmination;multi high;5;Low;Repeats;;Multiple culminations in higher voice;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;0;67;Skipped notes;1;5;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;4;241;Wrong suspension rhythm;1/2 + 1/4;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;6;414;sp5 1skip turns around leap;3rd;5;Low;Turns around leap;1skip+close, close+1skip, 1skip+1skip {sp5};;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;6;433;Second inversion;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;20;10;176;Ascending leap;maj6;5;Low;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;12;503;Consecutive unidir. leaps;2 x 3rds;5;Low;Leaps;;;0;0;1;0;2018-04-23 22:03 Global false positive
midi\Counterpoint\test\test-tritone.mid;20;14;19;Audible tritone: framed;unresolved;5;Low;sp2-5 Tritone;Tritone within measure with intermediate notes, framed by two melody direction changes;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;18;214;Direct 5th;leap;5;Low;Perfect consonance;;Direct movement to 5th with leaping motion in higher voice: not in cadence;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;18;433;Second inversion;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;20;20;343;Audible tritone: accented;unresolved;5;Low;sp2-5 Tritone;Tritone within measure with intermediate notes, last note is long or repeated;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;20;316;Parallel 5ths: < 4/4 apart;downbeat;5;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;24;240;Anapaest;inside;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;Before penultimate measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;20;24;276;Dissonance on upbeat;m2;5;Low;Dissonance;;Minor second;-1;0;1;0;Imported from midi lyrics
