sep=;
File;Cid;Step;Rid;Rule;Subrule;Species;High;Group;Comment;Subcomment;Accept;Severity;GFP;IFP;Log
midi\Counterpoint\test\test-pause.mid;1;15;481;Consecutive 8ves or unisons;parallel;3;Low;Perfect consonance;;;0;100;1;0;2018-04-24 09:33 Global false positive
midi\Counterpoint\test\test-pause.mid;2;0;273;Beginning without rest;without rest;4;Low;Rhythm;;No starting pause in couterpoint voice for species 2-5;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pause.mid;3;0;273;Beginning without rest;without rest;5;Low;Rhythm;;No starting pause in couterpoint voice for species 2-5;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pause.mid;3;8;242;Wrong suspension rhythm;1/2 + 1/2;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pause.mid;3;8;221;Wrong resolution of suspension;:by leap;5;Low;Suspension;;Suspension resolution by leap;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pause.mid;3;12;228;Wrong usage of eighth notes;3rd beat;5;Low;Rhythm;;1/8 note on beat 3;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pause.mid;3;16;433;Second inversion;real;5;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 15:50 Global false positive
midi\Counterpoint\test\test-pause.mid;3;20;239;Anapaest;tie forward;5;Low;Rhythm;1/2 after 1/4 or 1/8 in measure;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-pause.mid;3;24;242;Wrong suspension rhythm;1/2 + 1/2;5;Low;Rhythm;Start (left) and end (right) of suspension note;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;3;369;Tritone: adjacent;:unresolved;3;Low;Tritone;Melodic adjacent tritone, not accented or framed;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;3;133;>1skip + close turns around leap;4th;3;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;4;19;Audible tritone: framed;:unresolved;3;Low;Tritone;Tritone within measure with intermediate notes, framed by two melody direction changes;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;7;60;1skip + close turns around leap;4th;3;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;9;306;More than 1 harmony in measure;penultimate 2;3;Low;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;9;63;1skip + 1skip turns around leap;3rd;3;Low;Turns around leap;There is one note going in the same direction before and after leap;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;9;250;Parallel 5ths: < 4/4 apart;other;3;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;9;505;Consecutive unidirectional leaps;2 x >3rds;3;Low;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;0;10;213;Direct 8ve;leap cadence;3;Low;Perfect consonance;;Direct movement to 8va with leaping motion in higher voice to last or penultimate measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;0;10;27;>1skip + close TAL on MB;5th;3;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;0;100;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;3;3;148;>1skip + 1skip turns around leap;3rd;3;Low;Turns around leap;There is more than one note going in the same direction before leap and one note going in the same direction after leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;5;307;More than 1 harmony in measure;inside phrase;3;Low;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;7;63;1skip + 1skip turns around leap;3rd;3;Low;Turns around leap;There is one note going in the same direction before and after leap;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;8;318;Penultimate measure;:isolated LT;3;Low;Border;;There is another harmony between leading tone and tonic note in penultimate measure;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;8;250;Parallel 5ths: < 4/4 apart;other;3;Low;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;9;306;More than 1 harmony in measure;penultimate 2;3;Low;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;9;129;Close + 1skip turns around leap;4th;3;Low;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;9;505;Consecutive unidirectional leaps;2 x >3rds;3;Low;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;3;10;213;Direct 8ve;leap cadence;3;Low;Perfect consonance;;Direct movement to 8va with leaping motion in higher voice to last or penultimate measure;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;3;10;478;1skip + close TAL on MB;5th;3;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;0;100;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;8;2;210;Direct 5th;stepwise;3;High;Perfect consonance;;Direct movement to 5th with stepwize motion in higher voice: not in cadence;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;8;2;468;>1skip + 1skip TAL on MB;3rd;3;High;Turns around leap;Turns around leap on measure border. There is more than one note going in the same direction before leap and one note going in the same direction after leap;;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;8;4;503;Consecutive unidirectional leaps;2 x 3rds;3;High;Leaps;;;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;8;6;130;Close + 1skip turns around leap;5th;3;High;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;8;6;208;Direct 5th;stepw. cadence;3;High;Perfect consonance;;Direct movement to 5th with stepwize motion in higher voice to last or penultimate measure;0;100;1;0;2018-05-09 19:58 Global false positive
midi\Counterpoint\test\test-multiharm.mid;8;7;82;Perfect consonance;db. culm.;3;High;Perfect consonance;;Downbeat culmination;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;8;7;316;Parallel 5ths: < 4/4 apart;downbeat;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;8;8;503;Consecutive unidirectional leaps;2 x 3rds;3;High;Leaps;;;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;8;10;58;Leap back;overflow;3;High;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;8;10;175;Ascending leap;m6;3;High;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;8;10;482;Consecutive 8ves or unisons;contrary;3;High;Perfect consonance;;Contrary octaves are possible in cadence;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;8;10;492;Parallel 8ves / unisons: < 4/4 apart;other;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;9;2;210;Direct 5th;stepwise;3;High;Perfect consonance;;Direct movement to 5th with stepwize motion in higher voice: not in cadence;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;2;468;>1skip + 1skip TAL on MB;3rd;3;High;Turns around leap;Turns around leap on measure border. There is more than one note going in the same direction before leap and one note going in the same direction after leap;;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;9;4;307;More than 1 harmony in measure;inside phrase;3;High;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;6;40;More than 2 harmonies in measure;>2 harmonies;3;High;Harmony;;More than 2 harmonies in measure;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;6;129;Close + 1skip turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;6;208;Direct 5th;stepw. cadence;3;High;Perfect consonance;;Direct movement to 5th with stepwize motion in higher voice to last or penultimate measure;0;100;1;0;2018-05-09 19:58 Global false positive
midi\Counterpoint\test\test-multiharm.mid;9;7;82;Perfect consonance;db. culm.;3;High;Perfect consonance;;Downbeat culmination;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;7;316;Parallel 5ths: < 4/4 apart;downbeat;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;8;318;Penultimate measure;:isolated LT;3;High;Border;;There is another harmony between leading tone and tonic note in penultimate measure;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;8;19;Audible tritone: framed;:unresolved;3;High;Tritone;Tritone within measure with intermediate notes, framed by two melody direction changes;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;9;10;40;More than 2 harmonies in measure;>2 harmonies;3;High;Harmony;;More than 2 harmonies in measure;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;0;67;Skipped notes;1;3;High;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;2;26;>1skip + close TAL on MB;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;0;50;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;3;433;Six-four chord;real;3;High;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:24 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;4;307;More than 1 harmony in measure;inside phrase;3;High;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;4;60;1skip + close turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;4;433;Six-four chord;real;3;High;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:24 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;5;129;Close + 1skip turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;5;505;Consecutive unidirectional leaps;2 x >3rds;3;High;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;6;476;1skip + close TAL on MB;3rd;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;0;50;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;7;318;Penultimate measure;:isolated LT;3;High;Border;;There is another harmony between leading tone and tonic note in penultimate measure;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;7;433;Six-four chord;real;3;High;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:24 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;8;374;Parallel 5ths: < 4/4 apart;asymmetric;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;First and second perfect consonances are placed on differrent beats;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;8;306;More than 1 harmony in measure;penultimate 2;3;High;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;8;60;1skip + close turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;8;433;Six-four chord;real;3;High;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:24 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;9;129;Close + 1skip turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;9;492;Parallel 8ves / unisons: < 4/4 apart;other;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;9;505;Consecutive unidirectional leaps;2 x >3rds;3;High;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;10;75;Penultimate measure;:no V or II note;3;High;Border;;No V or II note;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;10;10;476;1skip + close TAL on MB;3rd;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;0;50;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;10;11;485;Parallel 8ves / unisons: < 4/4 apart;last contrary;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Contrary movement to last interval in counterpoint;1;0;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;11;0;67;Skipped notes;1;3;High;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;11;2;26;>1skip + close TAL on MB;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;0;50;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;11;3;433;Six-four chord;real;3;High;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:24 Global false positive
midi\Counterpoint\test\test-multiharm.mid;11;4;307;More than 1 harmony in measure;inside phrase;3;High;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;11;4;402;Repetition - 2 notes are repeated: adjacent;uniform;3;High;Melodic repeats;Two adjacent notes are immediately repeated;Length of first three notes is the same;0;0;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;11;7;318;Penultimate measure;:isolated LT;3;High;Border;;There is another harmony between leading tone and tonic note in penultimate measure;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;11;7;433;Six-four chord;real;3;High;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:24 Global false positive
midi\Counterpoint\test\test-multiharm.mid;11;8;306;More than 1 harmony in measure;penultimate 2;3;High;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;11;8;374;Parallel 5ths: < 4/4 apart;asymmetric;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;First and second perfect consonances are placed on differrent beats;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;11;8;402;Repetition - 2 notes are repeated: adjacent;uniform;3;High;Melodic repeats;Two adjacent notes are immediately repeated;Length of first three notes is the same;0;0;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;11;10;75;Penultimate measure;:no V or II note;3;High;Border;;No V or II note;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;11;11;305;Melodic climax is repeated;in lower part;3;High;Melodic repeats;;Multiple culminations in lower voice;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;12;4;307;More than 1 harmony in measure;inside phrase;3;High;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;12;4;134;>1skip + close turns around leap;5th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;12;4;503;Consecutive unidirectional leaps;2 x 3rds;3;High;Leaps;;;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;12;8;306;More than 1 harmony in measure;penultimate 2;3;High;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;12;8;250;Parallel 5ths: < 4/4 apart;other;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;12;8;402;Repetition - 2 notes are repeated: adjacent;uniform;3;High;Melodic repeats;Two adjacent notes are immediately repeated;Length of first three notes is the same;0;0;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;14;2;27;>1skip + close TAL on MB;5th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;0;100;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;14;5;307;More than 1 harmony in measure;inside phrase;3;High;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;14;5;61;1skip + close turns around leap;5th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;14;7;60;1skip + close turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;14;9;306;More than 1 harmony in measure;penultimate 2;3;High;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;14;9;61;1skip + close turns around leap;5th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;14;9;250;Parallel 5ths: < 4/4 apart;other;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;14;10;481;Consecutive 8ves or unisons;parallel;3;High;Perfect consonance;;;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;14;10;492;Parallel 8ves / unisons: < 4/4 apart;other;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;14;11;24;Overlapping;overlap;3;High;Voice motion;;;0;50;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;14;3;196;Six-four chord;:suggestive;3;High;Harmony;;6/4 chord with repeating 5th on beat 2 or 4;0;50;1;0;2018-06-24 14:41 Global false positive
midi\Counterpoint\test\test-multiharm.mid;14;7;196;Six-four chord;:suggestive;3;High;Harmony;;6/4 chord with repeating 5th on beat 2 or 4;0;50;1;0;2018-06-24 14:41 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;2;210;Direct 5th;stepwise;3;High;Perfect consonance;;Direct movement to 5th with stepwize motion in higher voice: not in cadence;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;2;505;Consecutive unidirectional leaps;2 x >3rds;3;High;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;2;468;>1skip + 1skip TAL on MB;3rd;3;High;Turns around leap;Turns around leap on measure border. There is more than one note going in the same direction before leap and one note going in the same direction after leap;;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;3;134;>1skip + close turns around leap;5th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;4;486;Parallel 8ves / unisons: < 4/4 apart;direct comp.;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Direct compound intervals.;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;4;505;Consecutive unidirectional leaps;2 x >3rds;3;High;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;5;60;1skip + close turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;6;307;More than 1 harmony in measure;inside phrase;3;High;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;6;505;Consecutive unidirectional leaps;2 x >3rds;3;High;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;6;208;Direct 5th;stepw. cadence;3;High;Perfect consonance;;Direct movement to 5th with stepwize motion in higher voice to last or penultimate measure;0;100;1;0;2018-05-09 19:58 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;7;82;Perfect consonance;db. culm.;3;High;Perfect consonance;;Downbeat culmination;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;7;61;1skip + close turns around leap;5th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;7;316;Parallel 5ths: < 4/4 apart;downbeat;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;8;492;Parallel 8ves / unisons: < 4/4 apart;other;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;If other rules in this row did not apply;0;50;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;8;505;Consecutive unidirectional leaps;2 x >3rds;3;High;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;15;9;60;1skip + close turns around leap;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after one note, which goes in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;10;306;More than 1 harmony in measure;penultimate 2;3;High;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;15;11;490;Parallel 8ves / unisons: < 4/4 apart;downbeat;3;High;Perfect consonance;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;16;2;26;>1skip + close TAL on MB;4th;3;High;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;0;50;1;0;2018-05-31 15:07 Global false positive
midi\Counterpoint\test\test-multiharm.mid;16;4;366;Tritone: adjacent framed;:unresolved;3;High;Tritone;Melodic adjacent tritone, framed by two melody direction changes;;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;16;4;58;Leap back;overflow;3;High;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;16;5;307;More than 1 harmony in measure;inside phrase;3;High;Harmony;Only for counterpoint;In measures before penultimate measure;0;50;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;16;8;58;Leap back;overflow;3;High;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;16;9;306;More than 1 harmony in measure;penultimate 2;3;High;Harmony;Only for counterpoint;2 harmonies in penultimate measure;1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;16;11;305;Melodic climax is repeated;in lower part;3;High;Melodic repeats;;Multiple culminations in lower voice;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;17;0;69;Skipped notes;>1 joined;3;High;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-multiharm.mid;17;2;505;Consecutive unidirectional leaps;2 x >3rds;3;High;Leaps;;Two consecutive unidirectional leaps, while one of them is longer than 3rd;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;17;2;470;>1skip + 1skip TAL on MB;5th;3;High;Turns around leap;Turns around leap on measure border. There is more than one note going in the same direction before leap and one note going in the same direction after leap;;0;100;1;0;2018-04-23 23:56 Global false positive
midi\Counterpoint\test\test-multiharm.mid;17;4;58;Leap back;overflow;3;High;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
