sep=;
File;Cid;Step;Rid;Rule;Subrule;Species;High;Group;Comment;Subcomment;Accept;Severity;GFP;IFP;Log
midi\Counterpoint\test\test-cp3-rhythm.mid;3;10;235;Rhythm;1/4 syncope;3;Low;Rhythm;;1/4 on beat 2 or 4 is slurred to next note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;3;10;63;1skip + 1skip turns around leap;3rd;3;Low;Turns around leap;There is one note going in the same direction before and after leap;;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;3;15;239;1/2 after 1/4 or 1/8 in measure;slur forward;3;Low;Rhythm;;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;3;15;487;Parallel 8ves: < 4/4 apart;asymmetric;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;First and second perfect consonances are placed on differrent beats;1;0;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;3;17;459;Anticipation;unresolved;3;Low;Nonchord tones;;Anticipation should resolve to consonance in next measure;0;60;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;3;18;488;Parallel 8ves: < 4/4 apart;stepwize;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;3;23;187;Harmonic dissonance upbeat;leap;3;Low;Counterpoint;;Leap from or to harmonic upbeat dissonance;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;3;23;238;1/2 after 1/4 or 1/8 in measure;penultimate;3;Low;Rhythm;;Last or next to last measure;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;3;9;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-25 00:51 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;3;21;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-25 00:51 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;4;1;187;Harmonic dissonance upbeat;leap;3;Low;Counterpoint;;Leap from or to harmonic upbeat dissonance;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;1;254;Rhythm;uneven start;3;Low;Rhythm;;Starting measure contains notes/pauses of different length;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;1;240;1/2 after 1/4 or 1/8 in measure;inside;3;Low;Rhythm;;Before penultimate measure;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;1;215;Direct movement to 8va;leap;3;Low;Counterpoint;Direct movement to perfect consonance with leaping motion in higher voice;not cadence;0;40;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;3;490;Parallel 8ves: < 4/4 apart;downbeat;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;4;5;239;1/2 after 1/4 or 1/8 in measure;slur forward;3;Low;Rhythm;;1/2 is slurred forward;1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;5;332;Suspension rhythm;end >3/4;3;Low;Rhythm;Start (left) and end (right) of suspension note;Suspension finish should not be longer;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;5;139;Suspension;not last 3;3;Low;Rhythm;;Suspension before N last measures {sp2,3};0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;7;286;Suspension resolution;shift;3;Low;Counterpoint;;Suspension is not resolved on allowed beat;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;16;488;Parallel 8ves: < 4/4 apart;stepwize;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;4;21;187;Harmonic dissonance upbeat;leap;3;Low;Counterpoint;;Leap from or to harmonic upbeat dissonance;0;100;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-cp3-rhythm.mid;4;22;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;60;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;4;5;427;Suspension rhythm;end > start;3;Low;Rhythm;Start (left) and end (right) of suspension note;;0;60;1;0;2018-04-25 00:51 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;4;19;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-25 00:51 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;5;2;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;60;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;5;13;488;Parallel 8ves: < 4/4 apart;stepwize;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;5;16;488;Parallel 8ves: < 4/4 apart;stepwize;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;5;22;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;60;1;0;2018-04-24 00:01 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;5;7;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-25 00:51 Global false positive
midi\Counterpoint\test\test-cp3-rhythm.mid;5;19;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-25 00:51 Global false positive
midi\Melody\test\test-minor-alter.mid;0;0;67;Skipped notes;1;0;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;0;2;156;Dim or aug melodic interval;VII#-III;0;Low;Minor;;Augmented / diminished;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;0;2;129;Close + 1skip turns around leap;4th;0;Low;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;0;3;159;Chromatism: far;VII<->VII#;0;Low;Minor;These two notes are one note apart;;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;0;4;160;Dim or aug melodic interval: far;VI<->VII#;0;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;0;8;160;Dim or aug melodic interval: far;VI<->VII#;0;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;0;8;154;Dim or aug melodic interval;VI<->VII#;0;Low;Minor;;Augmented / diminished;0;60;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;1;0;67;Skipped notes;1;0;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;1;1;58;Leap back;overflow;0;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;1;2;160;Dim or aug melodic interval: far;VI<->VII#;0;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;1;3;153;Chromatism: close;VII<->VII#;0;Low;Minor;These two notes are tightly close;Chromatic;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;1;5;14;3rd to last note;I/III/V;0;Low;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;1;6;51;2nd to last note;not VII/II;0;Low;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;2;2;199;VI# without close VII# note;within 2 notes;0;Low;Minor;There is no VII# note before or after VI# note in close proximity;;0;60;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;2;4;199;VI# without close VII# note;within 2 notes;0;Low;Minor;There is no VII# note before or after VI# note in close proximity;;0;60;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;2;12;14;3rd to last note;I/III/V;0;Low;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;2;12;133;>1skip + close turns around leap;4th;0;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;2;13;74;VII natural note;before Im note;0;Low;Minor;;Next (or second to next in cadence);0;60;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;0;67;Skipped notes;1;0;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;0;69;Skipped notes;>1 joined;0;Low;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;2;155;Dim or aug melodic interval;VI#<->III;0;Low;Minor;;Augmented / diminished;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;2;201;Note not stepwise ascending;VI#;0;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;8;152;Chromatism: close;VI<->VI#;0;Low;Minor;These two notes are tightly close;Chromatic;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;8;201;Note not stepwise ascending;VI#;0;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;2018-05-08 16:48 Local false positive
midi\Melody\test\test-minor-alter.mid;3;10;153;Chromatism: close;VII<->VII#;0;Low;Minor;These two notes are tightly close;Chromatic;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;11;133;>1skip + close turns around leap;4th;0;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;12;156;Dim or aug melodic interval;VII#-III;0;Low;Minor;;Augmented / diminished;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;12;157;Dim or aug melodic interval;III-VII#;0;Low;Minor;;Augmented / diminished;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;12;129;Close + 1skip turns around leap;4th;0;Low;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;14;154;Dim or aug melodic interval;VI<->VII#;0;Low;Minor;;Augmented / diminished;0;60;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;14;158;Chromatism: far;VI<->VI#;0;Low;Minor;These two notes are one note apart;;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;15;201;Note not stepwise ascending;VI#;0;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;2018-05-08 16:48 Local false positive
midi\Melody\test\test-minor-alter.mid;3;16;129;Close + 1skip turns around leap;4th;0;Low;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after one note, which goes in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;18;161;Dim or aug melodic interval: far;VI#<->III;0;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;18;163;Dim or aug melodic interval: far;III-VII#;0;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;22;162;Dim or aug melodic interval: far;VII#-III;0;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;22;161;Dim or aug melodic interval: far;VI#<->III;0;Low;Minor;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;22;503;Consecutive unidir. leaps;2 x 3rds;0;Low;Leaps;;;0;60;1;0;2018-04-23 22:51 Global false positive
midi\Melody\test\test-minor-alter.mid;3;23;201;Note not stepwise ascending;VI#;0;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;2018-05-08 16:48 Local false positive
midi\Melody\test\test-minor-alter.mid;3;26;158;Chromatism: far;VI<->VI#;0;Low;Minor;These two notes are one note apart;;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;26;140;Close + 2skip turns around leap;3rd;0;Low;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes only after two notes, which go in the same direction as leap;;-1;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;28;179;Ascending leap;8th;0;Low;Leaps;;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;28;135;>1skip + close turns around leap;>5th;0;Low;Turns around leap;There is immediate melody direction change after leap, but before leap melody direction changes after more than one note, which go in the same direction as leap;;0;60;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;29;186;Descending leap;>8th;0;Low;Leaps;;;0;100;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;29;58;Leap back;overflow;0;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;29;22;Leap back;>6th;0;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than 6th;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;29;201;Note not stepwise ascending;VI#;0;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;3;31;74;VII natural note;before Im note;0;Low;Minor;;Next (or second to next in cadence);0;60;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;5;5;200;VII natural note;10 after VII#;0;Low;Minor;;X notes after VII# note;0;60;0;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;5;9;13;2nd to last note;not V/VIII/II;0;Low;Border;Only for cantus firmus;;-1;0;1;0;Imported from midi lyrics
midi\Melody\test\test-minor-alter.mid;22;21;154;Dim or aug melodic interval;VI<->VII#;0;Low;Minor;;Augmented / diminished;0;60;1;0;2018-05-08 17:01 Global false positive
midi\Melody\test\test-minor-alter.mid;22;34;14;3rd to last note;I/III/V;0;Low;Border;Only for cantus firmus;;-1;0;1;0;2018-05-08 17:01 Global false positive
midi\Melody\test\test-minor-alter.mid;22;35;13;2nd to last note;not V/VIII/II;0;Low;Border;Only for cantus firmus;;-1;0;1;0;2018-05-08 17:01 Global false positive
midi\Melody\test\test-minor-alter.mid;22;6;201;Note not stepwise ascending;VI#;0;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;2018-05-08 17:01 Local false positive
midi\Melody\test\test-minor-alter.mid;22;28;201;Note not stepwise ascending;VI#;0;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;2018-05-08 17:01 Local false positive
midi\Melody\test\test-minor-alter.mid;22;11;202;Note not stepwise descending;VII natural;0;Low;Minor;Harmonic VII natural note is not surrounded by stepwise diatonic descending movement;;0;0;0;0;2018-05-08 17:01 Local false positive
midi\Melody\test\test-minor-alter.mid;22;16;202;Note not stepwise descending;VII natural;0;Low;Minor;Harmonic VII natural note is not surrounded by stepwise diatonic descending movement;;0;0;0;0;2018-05-08 17:01 Local false positive
midi\Melody\test\test-minor-alter.mid;22;32;202;Note not stepwise descending;VII natural;0;Low;Minor;Harmonic VII natural note is not surrounded by stepwise diatonic descending movement;;0;0;0;0;2018-05-08 17:01 Local false positive
midi\Counterpoint\test\test-minor.mid;0;0;273;Start pause;missing;3;Low;Counterpoint;;No starting pause in couterpoint voice for species 2-5;0;60;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;7;167;False dim or aug relation;VI#<->III;3;Low;Minor;;;-1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;7;249;Parallel 5ths: < 4/4 apart;stepwize;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;11;202;Note not stepwise descending;VII natural;3;Low;Minor;Harmonic VII natural note is not surrounded by stepwise diatonic descending movement;;0;0;0;0;2018-05-08 17:41 Local false positive
midi\Counterpoint\test\test-minor.mid;0;12;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;16;167;False dim or aug relation;VI#<->III;3;Low;Minor;;;-1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;16;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;17;249;Parallel 5ths: < 4/4 apart;stepwize;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;One of intervals is approached and left by stepwize movement ;1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;20;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;21;154;Dim or aug melodic interval;VI<->VII#;3;Low;Minor;;Augmented / diminished;0;60;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;25;167;False dim or aug relation;VI#<->III;3;Low;Minor;;;-1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;26;167;False dim or aug relation;VI#<->III;3;Low;Minor;;;-1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;26;168;False dim or aug relation;VII#<->III;3;Low;Minor;;;-1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;28;201;Note not stepwise ascending;VI#;3;Low;Minor;Harmonic VI# note is not surrounded by stepwise diatonic ascending movement;;0;0;0;0;2018-05-08 17:41 Local false positive
midi\Counterpoint\test\test-minor.mid;0;32;202;Note not stepwise descending;VII natural;3;Low;Minor;Harmonic VII natural note is not surrounded by stepwise diatonic descending movement;;0;0;0;0;2018-05-08 17:41 Local false positive
midi\Counterpoint\test\test-minor.mid;0;33;317;Penultimate measure;VII natural;3;Low;Counterpoint;;VII natural minor note in penultimate measure;0;30;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;33;374;Parallel 5ths: < 4/4 apart;asymmetric;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;First and second perfect consonances are placed on differrent beats;1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;35;213;Direct movement to 8va;leap cadence;3;Low;Counterpoint;;Direct movement to 8va with leaping motion in higher voice in cadence;1;0;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;35;75;Penultimate measure;no V or II note;3;Low;Counterpoint;;No V or II note;0;30;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-minor.mid;0;36;490;Parallel 8ves: < 4/4 apart;downbeat;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;2018-05-08 17:41 Global false positive
midi\Counterpoint\test\test-start.mid;0;0;237;Starting rhythm;uneven pause;3;Low;Rhythm;;Starting pause in first measure does not equal length of next note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;0;0;268;First harmonic interval;I-I;3;Low;Counterpoint;Low-high note;;-1;0;0;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;0;5;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;1;0;237;Starting rhythm;uneven pause;3;Low;Rhythm;;Starting pause in first measure does not equal length of next note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;1;0;269;First harmonic interval;I-V;3;Low;Counterpoint;Low-high note;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;1;0;67;Skipped notes;1;3;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;1;1;58;Leap back;overflow;3;Low;Turns around leap;;After leap there is an immediate returning leap in the opposite direction. This returning leap is longer than initial leap;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;1;1;109;Close + >2skip turns around leap;4th;3;Low;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes after more than two notes, which go in the same direction as leap;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;1;2;316;Parallel 5ths: < 4/4 apart;downbeat;3;Low;Counterpoint;Two same non-close perfect consonances in neighboring measures less than 4 notes apart;Second interval is downbeat;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;1;5;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;1;1;212;Direct movement to 5th;leap cadence;3;Low;Counterpoint;;Direct movement to 5th with leaping motion in higher voice to last or penultimate measure;1;0;1;0;2018-05-09 19:58 Global false positive
midi\Counterpoint\test\test-start.mid;2;0;270;First harmonic interval;I-III;3;Low;Counterpoint;Low-high note;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;2;0;237;Starting rhythm;uneven pause;3;Low;Rhythm;;Starting pause in first measure does not equal length of next note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;2;0;67;Skipped notes;1;3;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;2;1;464;1skip + >1skip TAL MB;3rd;3;Low;Turns around leap;Turns around leap on measure border. There is one note going in the same direction before leap and more than one note going in the same direction after leap;;0;60;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;2;1;433;Second inversion;real;3;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 15:57 Global false positive
midi\Counterpoint\test\test-start.mid;2;5;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;2;1;212;Direct movement to 5th;leap cadence;3;Low;Counterpoint;;Direct movement to 5th with leaping motion in higher voice to last or penultimate measure;1;0;1;0;2018-05-09 19:58 Global false positive
midi\Counterpoint\test\test-start.mid;3;0;237;Starting rhythm;uneven pause;3;Low;Rhythm;;Starting pause in first measure does not equal length of next note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;3;0;271;First harmonic interval;III-I;3;Low;Counterpoint;Low-high note;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;3;1;84;Adjacent 5ths;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;3;5;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;4;0;237;Starting rhythm;uneven pause;3;Low;Rhythm;;Starting pause in first measure does not equal length of next note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;4;0;272;First harmonic interval;Other;3;Low;Counterpoint;Low-high note;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;4;0;359;Harmonic dissonance;first;3;Low;Counterpoint;;First note in counterpoint voice is dissonance;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;4;1;84;Adjacent 5ths;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;4;5;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;5;0;359;Harmonic dissonance;first;3;Low;Counterpoint;;First note in counterpoint voice is dissonance;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;5;0;237;Starting rhythm;uneven pause;3;Low;Rhythm;;Starting pause in first measure does not equal length of next note;0;60;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;5;0;69;Skipped notes;>1 joined;3;Low;Range;Skipped notes that do not appear within this voice;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;5;0;272;First harmonic interval;Other;3;Low;Counterpoint;Low-high note;;0;100;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;5;0;109;Close + >2skip turns around leap;4th;3;Low;Turns around leap;There is immediate melody direction change before leap, but after leap melody direction changes after more than two notes, which go in the same direction as leap;;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-start.mid;5;1;84;Adjacent 5ths;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-start.mid;5;5;481;Adjacent 8ves;parallel;3;Low;Counterpoint;;;0;100;1;0;2018-04-24 09:30 Global false positive
midi\Counterpoint\test\test-tritone.mid;0;0;67;Skipped notes;1;1;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;1;2;Adjacent tritone;resolved;1;Low;CF/sp1 Tritone;Melodic adjacent tritone;Search 4 quarters for resolution;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;1;32;Adjacent tritone;on climax;1;Low;CF/sp1 Tritone;Melodic adjacent tritone;Local climax;0;0;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;3;75;Penultimate measure;no V or II note;1;Low;Counterpoint;;No V or II note;0;30;1;0;Imported from midi lyrics
midi\Counterpoint\test\test-tritone.mid;0;3;433;Second inversion;real;1;Low;Harmony;;6/4 chord with 5th on beat 1/3 or repeating 5th;0;100;1;0;2018-04-24 16:23 Global false positive
midi\Counterpoint\test\test-tritone.mid;2;0;67;Skipped notes;1;1;Low;Range;Skipped notes that do not appear within this voice;;-1;0;1;0;Imported from midi lyrics
